
TPR	FPR
0.6078431372549019	0.0
0.6470588235294118	0.0
0.6666666666666666	0.0
0.7058823529411765	0.0
0.7058823529411765	0.0
0.7450980392156863	0.0
0.7647058823529411	0.0
0.7843137254901961	0.0
0.803921568627451	0.0
0.803921568627451	0.0
0.8431372549019608	0.0
